(14.0, 16, 497.0, 29)
(15.0, 15, 497.0, 30)
(20.0, 16, 491.0, 29)
(16.0, 13, 495.0, 32)
(18.0, 10, 493.0, 36)
(24.0, 14, 487.0, 31)
(17.0, 9, 495.0, 39)
(17.0, 8, 495.0, 40)
(22.0, 16, 489.0, 32)
(12.0, 12, 499.0, 35)
(25.0, 15, 487.0, 30)
(28.0, 16, 484.0, 29)
(22.0, 16, 490.0, 32)
(15.0, 8, 496.0, 37)
(13.0, 11, 498.0, 37)
(19.0, 8, 492.0, 40)
(12.0, 10, 499.0, 38)
(21.0, 7, 491.0, 41)
(12.0, 14, 500.0, 33)
(15.0, 11, 497.0, 34)
(23.0, 13, 488.0, 32)
(14.0, 8, 497.0, 39)
(11.0, 14, 500.0, 33)
(11.0, 10, 501.0, 38)
(16.0, 14, 496.0, 32)
(21.0, 11, 491.0, 34)
(16.0, 10, 495.0, 36)
(18.0, 11, 494.0, 34)
(16.0, 14, 496.0, 32)
(24.0, 12, 488.0, 33)
(14.0, 11, 497.0, 34)
(18.0, 12, 494.0, 35)
(17.0, 12, 495.0, 34)
(17.0, 16, 495.0, 32)
(13.0, 14, 499.0, 33)
(15.0, 8, 496.0, 37)
(25.0, 13, 486.0, 32)
(15.0, 10, 497.0, 37)
(26.0, 16, 486.0, 32)
(18.0, 12, 494.0, 36)
(19.0, 12, 493.0, 36)
(28.0, 16, 483.0, 30)
(25.0, 16, 486.0, 29)
(11.0, 14, 501.0, 32)
(15.0, 15, 497.0, 30)
(15.0, 10, 496.0, 36)
(16.0, 16, 496.0, 30)
(14.0, 10, 498.0, 37)
(12.0, 10, 500.0, 37)
(20.0, 10, 491.0, 37)
(57.0, 7, 454.0, 38)
(11.0, 14, 501.0, 32)
(20.0, 13, 492.0, 32)
(13.0, 14, 499.0, 33)
(19.0, 14, 493.0, 31)
(13.0, 14, 499.0, 32)
(16.0, 9, 495.0, 39)
(23.0, 13, 489.0, 32)
(11.0, 9, 500.0, 39)
(17.0, 13, 494.0, 32)
(18.0, 12, 493.0, 36)
(12.0, 10, 499.0, 38)
(14.0, 14, 497.0, 32)
(17.0, 12, 495.0, 33)
(12.0, 14, 499.0, 31)
(13.0, 10, 499.0, 37)
(24.0, 11, 488.0, 34)
(12.0, 10, 500.0, 36)
(11.0, 11, 501.0, 35)
(17.0, 16, 494.0, 30)
(14.0, 12, 498.0, 33)
(15.0, 8, 497.0, 40)
(11.0, 12, 500.0, 35)
(17.0, 16, 495.0, 32)
(28.0, 16, 484.0, 30)
(18.0, 8, 494.0, 39)
(25.0, 13, 487.0, 32)
(13.0, 16, 499.0, 32)
(14.0, 16, 497.0, 32)
(21.0, 7, 491.0, 41)
(12.0, 10, 499.0, 36)
(16.0, 10, 496.0, 37)
(21.0, 16, 490.0, 30)
(14.0, 12, 497.0, 34)
(11.0, 8, 500.0, 40)
(16.0, 14, 496.0, 32)
(17.0, 13, 495.0, 32)
(16.0, 16, 495.0, 29)
(18.0, 8, 494.0, 39)
(14.0, 12, 498.0, 34)
(19.0, 15, 493.0, 30)
(20.0, 10, 492.0, 37)
(23.0, 16, 489.0, 32)
(32.0, 16, 479.0, 29)
(18.0, 10, 494.0, 37)
(15.0, 16, 497.0, 29)
(22.0, 16, 489.0, 32)
(18.0, 14, 494.0, 32)
(15.0, 8, 497.0, 39)
(26.0, 16, 486.0, 29)
(23.0, 12, 488.0, 34)
(23.0, 14, 489.0, 31)
(13.0, 12, 498.0, 33)
(16.0, 16, 496.0, 29)
(13.0, 8, 499.0, 40)
(18.0, 12, 494.0, 33)
(23.0, 15, 489.0, 31)
(24.0, 13, 488.0, 32)
(13.0, 12, 498.0, 36)
(16.0, 11, 496.0, 36)
(29.0, 16, 483.0, 29)
(13.0, 7, 499.0, 41)
(22.0, 15, 490.0, 30)
(27.0, 16, 485.0, 29)
(24.0, 12, 487.0, 36)
(19.0, 10, 492.0, 37)
(26.0, 14, 486.0, 31)
(15.0, 10, 497.0, 37)
(22.0, 13, 490.0, 32)
(15.0, 12, 496.0, 34)
(23.0, 17, 488.0, 29)
(11.0, 14, 500.0, 31)
(19.0, 16, 492.0, 29)
(25.0, 15, 487.0, 30)
(25.0, 13, 486.0, 32)
(13.0, 16, 499.0, 32)
(21.0, 15, 490.0, 31)
(12.0, 12, 499.0, 33)
(11.0, 8, 500.0, 37)
(20.0, 12, 492.0, 33)
(21.0, 7, 491.0, 41)
(18.0, 16, 493.0, 30)
(34.0, 7, 478.0, 41)
(13.0, 12, 499.0, 33)
(13.0, 11, 499.0, 37)
(18.0, 16, 493.0, 30)
(18.0, 13, 493.0, 32)
(26.0, 16, 485.0, 30)
(18.0, 14, 494.0, 32)
(13.0, 11, 499.0, 36)
(16.0, 14, 496.0, 32)
(26.0, 12, 485.0, 36)
(22.0, 15, 489.0, 30)
(28.0, 12, 484.0, 36)
(13.0, 8, 498.0, 37)
(25.0, 12, 487.0, 33)
(11.0, 13, 501.0, 32)
(27.0, 7, 484.0, 41)
(19.0, 16, 492.0, 32)
(11.0, 8, 500.0, 40)
(13.0, 11, 499.0, 36)
(14.0, 8, 498.0, 40)
(21.0, 16, 490.0, 32)
(26.0, 13, 486.0, 32)
(14.0, 14, 497.0, 31)
(18.0, 10, 494.0, 37)
(15.0, 15, 496.0, 30)
(18.0, 11, 493.0, 34)
(14.0, 15, 497.0, 30)
(20.0, 12, 492.0, 33)
(14.0, 16, 498.0, 29)
(14.0, 12, 497.0, 35)
(16.0, 12, 495.0, 34)
(13.0, 16, 499.0, 29)
(11.0, 10, 501.0, 37)
(14.0, 13, 498.0, 34)
(11.0, 12, 500.0, 34)
(15.0, 16, 497.0, 29)
(13.0, 10, 498.0, 38)
(22.0, 16, 490.0, 30)
(25.0, 11, 487.0, 34)
(34.0, 7, 478.0, 41)
(20.0, 16, 491.0, 32)
(11.0, 10, 500.0, 36)
(15.0, 13, 497.0, 32)
(14.0, 12, 497.0, 36)
(17.0, 13, 495.0, 32)
(15.0, 8, 496.0, 40)
(15.0, 12, 497.0, 33)
(21.0, 14, 490.0, 31)
(17.0, 13, 494.0, 32)
(15.0, 14, 496.0, 32)
(14.0, 14, 498.0, 31)
(14.0, 13, 497.0, 32)
(13.0, 16, 498.0, 29)
(14.0, 8, 497.0, 37)
(24.0, 16, 488.0, 29)
(17.0, 12, 495.0, 36)
(20.0, 15, 492.0, 30)
(25.0, 14, 486.0, 31)
(15.0, 14, 497.0, 32)
(11.0, 12, 501.0, 35)
(24.0, 16, 488.0, 32)
(11.0, 13, 500.0, 32)
(16.0, 12, 496.0, 33)
(12.0, 14, 500.0, 33)
(14.0, 12, 497.0, 36)
(23.0, 14, 489.0, 31)
(19.0, 16, 493.0, 30)
(25.0, 15, 486.0, 30)
(18.0, 10, 494.0, 37)
(14.0, 14, 497.0, 31)
(25.0, 12, 487.0, 36)
(17.0, 14, 495.0, 32)
(13.0, 15, 498.0, 30)
(12.0, 14, 500.0, 33)
(20.0, 15, 491.0, 30)
(22.0, 15, 489.0, 30)
(17.0, 11, 494.0, 34)
(23.0, 16, 488.0, 32)
(19.0, 10, 493.0, 36)
(22.0, 16, 489.0, 30)
(17.0, 16, 494.0, 29)
(27.0, 17, 485.0, 29)
(13.0, 10, 499.0, 37)
(18.0, 14, 493.0, 31)
(23.0, 13, 489.0, 32)
(11.0, 13, 501.0, 32)
(16.0, 11, 495.0, 35)
(17.0, 15, 494.0, 30)
(18.0, 12, 493.0, 33)
(20.0, 7, 492.0, 41)
(15.0, 12, 496.0, 34)
(17.0, 9, 495.0, 39)
(16.0, 15, 495.0, 30)
(28.0, 7, 484.0, 41)
(27.0, 16, 485.0, 30)
(21.0, 16, 491.0, 32)
(15.0, 16, 496.0, 29)
(12.0, 14, 499.0, 32)
(11.0, 8, 500.0, 37)
(15.0, 16, 496.0, 30)
(25.0, 12, 487.0, 33)
(15.0, 10, 496.0, 36)
(26.0, 17, 486.0, 29)
(12.0, 16, 500.0, 32)
(13.0, 14, 498.0, 32)
(15.0, 10, 496.0, 37)
(13.0, 12, 498.0, 33)
(11.0, 9, 500.0, 39)
(19.0, 16, 493.0, 30)
(22.0, 16, 490.0, 29)
(16.0, 14, 496.0, 32)
(11.0, 12, 501.0, 34)
(29.0, 16, 483.0, 29)
(12.0, 14, 499.0, 33)
(14.0, 8, 498.0, 40)
(23.0, 12, 489.0, 33)
(20.0, 16, 492.0, 31)
(12.0, 10, 499.0, 38)
(14.0, 15, 497.0, 30)
(16.0, 11, 496.0, 34)
(25.0, 14, 486.0, 31)
(12.0, 13, 499.0, 32)
(14.0, 12, 497.0, 34)
(22.0, 16, 490.0, 29)
(115.0, 9, 396.0, 39)
(14.0, 15, 498.0, 31)
(21.0, 16, 491.0, 29)
(11.0, 9, 501.0, 39)
(23.0, 13, 489.0, 32)
(16.0, 8, 496.0, 40)
(20.0, 10, 491.0, 37)
(17.0, 16, 495.0, 31)
(11.0, 14, 500.0, 33)
(22.0, 16, 490.0, 32)
(19.0, 14, 492.0, 31)
(19.0, 11, 492.0, 34)
(19.0, 11, 492.0, 34)
(22.0, 15, 489.0, 30)
(16.0, 15, 495.0, 30)
(26.0, 13, 485.0, 32)
(19.0, 15, 492.0, 30)
(12.0, 7, 500.0, 41)
(21.0, 12, 490.0, 33)
(22.0, 16, 489.0, 32)
(21.0, 7, 491.0, 41)
(18.0, 9, 494.0, 39)
(11.0, 16, 500.0, 32)
(21.0, 11, 490.0, 34)
(20.0, 14, 492.0, 33)
(11.0, 11, 501.0, 37)
(56.0, 9, 456.0, 39)
(19.0, 12, 493.0, 36)
(16.0, 16, 496.0, 29)
(24.0, 15, 488.0, 30)
(16.0, 12, 496.0, 34)
(20.0, 7, 491.0, 41)
(22.0, 16, 490.0, 30)
(12.0, 14, 499.0, 32)
(13.0, 12, 498.0, 34)
(17.0, 14, 494.0, 31)
(17.0, 15, 495.0, 30)
(15.0, 16, 497.0, 32)
(21.0, 14, 490.0, 32)
(20.0, 15, 491.0, 31)
(20.0, 17, 491.0, 29)
(23.0, 14, 488.0, 32)
(15.0, 14, 496.0, 32)
(24.0, 15, 487.0, 30)
(15.0, 16, 497.0, 30)
(18.0, 16, 493.0, 29)
(16.0, 16, 496.0, 32)
(28.0, 13, 483.0, 32)
(28.0, 16, 483.0, 30)
(22.0, 12, 489.0, 36)
(21.0, 14, 491.0, 31)
(18.0, 10, 493.0, 36)
(12.0, 16, 499.0, 29)
(17.0, 15, 495.0, 30)
(13.0, 15, 499.0, 30)
(27.0, 13, 484.0, 32)
(30.0, 16, 481.0, 29)
(15.0, 12, 497.0, 33)
(13.0, 12, 498.0, 34)
(23.0, 13, 489.0, 32)
(17.0, 12, 495.0, 33)
(20.0, 16, 492.0, 32)
(12.0, 16, 499.0, 29)
(14.0, 16, 498.0, 30)
(11.0, 7, 501.0, 41)
(12.0, 16, 499.0, 32)
(14.0, 8, 498.0, 37)
(12.0, 10, 499.0, 38)
(13.0, 16, 498.0, 32)
(17.0, 16, 495.0, 30)
(13.0, 16, 499.0, 32)
(28.0, 16, 484.0, 29)
(21.0, 15, 490.0, 30)
(15.0, 15, 496.0, 31)
(20.0, 13, 491.0, 32)
(15.0, 10, 496.0, 36)
(19.0, 7, 493.0, 41)
(12.0, 12, 500.0, 35)
(27.0, 14, 485.0, 31)
(26.0, 13, 485.0, 32)
(22.0, 16, 489.0, 30)
(17.0, 15, 494.0, 30)
(15.0, 8, 496.0, 40)
(13.0, 12, 499.0, 34)
(30.0, 16, 482.0, 29)
(21.0, 12, 491.0, 33)
(12.0, 12, 500.0, 35)
(29.0, 7, 482.0, 41)
(20.0, 12, 491.0, 33)
(11.0, 14, 500.0, 31)
(30.0, 7, 482.0, 41)
(21.0, 15, 491.0, 30)
(17.0, 12, 495.0, 36)
(23.0, 16, 488.0, 32)
(13.0, 8, 498.0, 40)
(18.0, 18, 493.0, 30)
(27.0, 16, 484.0, 30)
(13.0, 8, 499.0, 40)
(21.0, 12, 491.0, 33)
(17.0, 12, 494.0, 36)
(13.0, 14, 498.0, 33)
(33.0, 7, 478.0, 41)
(28.0, 16, 483.0, 29)
(14.0, 11, 498.0, 34)
(12.0, 10, 500.0, 38)
(17.0, 12, 494.0, 36)
(13.0, 10, 498.0, 36)
(13.0, 9, 498.0, 39)
(16.0, 10, 495.0, 37)
(12.0, 14, 500.0, 33)
(26.0, 16, 485.0, 30)
(16.0, 11, 495.0, 35)
(14.0, 12, 497.0, 34)
(17.0, 10, 494.0, 38)
(26.0, 12, 485.0, 36)
(11.0, 8, 500.0, 37)
(15.0, 10, 497.0, 37)
(11.0, 14, 500.0, 31)
(24.0, 15, 487.0, 30)
(21.0, 16, 491.0, 32)
(27.0, 13, 485.0, 32)
(25.0, 16, 487.0, 29)
(12.0, 16, 499.0, 29)
(14.0, 13, 498.0, 32)
(15.0, 16, 496.0, 29)
(13.0, 12, 498.0, 36)
(13.0, 16, 498.0, 32)
(11.0, 12, 500.0, 35)
(18.0, 16, 494.0, 29)
(27.0, 13, 485.0, 32)
(15.0, 14, 497.0, 31)
(22.0, 16, 489.0, 30)
(18.0, 7, 494.0, 41)
(12.0, 8, 500.0, 37)
(18.0, 10, 494.0, 37)
(23.0, 16, 489.0, 32)
(13.0, 9, 498.0, 37)
(22.0, 15, 489.0, 30)
(22.0, 16, 490.0, 32)
(12.0, 7, 500.0, 41)
(22.0, 15, 489.0, 30)
(19.0, 13, 493.0, 32)
(21.0, 12, 491.0, 36)
(13.0, 10, 498.0, 36)
(20.0, 12, 491.0, 36)
(12.0, 15, 500.0, 30)
(30.0, 15, 481.0, 30)
(15.0, 12, 496.0, 33)
(18.0, 15, 494.0, 30)
(15.0, 8, 496.0, 40)
(14.0, 14, 497.0, 31)
(23.0, 12, 488.0, 33)
(22.0, 14, 490.0, 31)
(20.0, 16, 491.0, 32)
(13.0, 8, 499.0, 40)
(23.0, 14, 488.0, 31)
(30.0, 16, 482.0, 30)
(11.0, 15, 500.0, 30)
(15.0, 14, 497.0, 32)
(11.0, 12, 500.0, 35)
(25.0, 12, 487.0, 36)
(56.0, 9, 455.0, 39)
(22.0, 17, 490.0, 29)
(26.0, 16, 485.0, 29)
(18.0, 16, 493.0, 29)
(27.0, 13, 485.0, 32)
(15.0, 12, 497.0, 33)
(25.0, 14, 487.0, 31)
(12.0, 12, 500.0, 35)
(19.0, 11, 492.0, 36)
(24.0, 11, 488.0, 34)
(21.0, 13, 490.0, 32)
(13.0, 15, 499.0, 30)
(14.0, 14, 497.0, 32)
(13.0, 16, 499.0, 32)
(25.0, 16, 486.0, 32)
(14.0, 10, 497.0, 37)
(26.0, 7, 485.0, 41)
(23.0, 14, 488.0, 32)
(12.0, 13, 499.0, 34)
(14.0, 16, 498.0, 32)
(20.0, 16, 492.0, 29)
(12.0, 12, 500.0, 34)
(23.0, 15, 488.0, 30)
(14.0, 13, 498.0, 32)
(25.0, 11, 486.0, 34)
(23.0, 12, 488.0, 33)
(17.0, 14, 495.0, 31)
(19.0, 15, 492.0, 30)
(17.0, 14, 495.0, 32)
(16.0, 10, 495.0, 38)
(20.0, 12, 492.0, 36)
(25.0, 15, 487.0, 30)
(16.0, 12, 495.0, 34)
(22.0, 12, 490.0, 36)
(17.0, 12, 495.0, 33)
(18.0, 16, 493.0, 30)
(14.0, 8, 497.0, 40)
(26.0, 14, 485.0, 31)
(16.0, 8, 496.0, 40)
(17.0, 16, 494.0, 29)
(16.0, 8, 496.0, 37)
(24.0, 16, 487.0, 30)
(21.0, 16, 491.0, 32)
(12.0, 12, 500.0, 34)
(23.0, 16, 489.0, 30)
(15.0, 11, 496.0, 37)
(18.0, 12, 494.0, 34)
(22.0, 16, 489.0, 30)
(19.0, 12, 493.0, 33)
(22.0, 15, 489.0, 30)
(21.0, 7, 491.0, 41)
(22.0, 7, 490.0, 41)
(15.0, 8, 497.0, 40)
(18.0, 12, 494.0, 36)
(11.0, 12, 501.0, 34)
(16.0, 10, 495.0, 37)
(19.0, 16, 492.0, 29)
(20.0, 13, 492.0, 32)
(17.0, 16, 494.0, 32)
(15.0, 16, 497.0, 30)
(20.0, 16, 492.0, 30)
(19.0, 10, 493.0, 37)
(15.0, 12, 497.0, 33)
(15.0, 11, 497.0, 34)
(21.0, 14, 490.0, 32)
(20.0, 16, 491.0, 32)
(17.0, 14, 495.0, 31)
(21.0, 12, 490.0, 36)
(19.0, 16, 492.0, 29)
(11.0, 16, 501.0, 29)
(25.0, 12, 486.0, 33)
(13.0, 16, 499.0, 29)
(24.0, 16, 488.0, 29)
(22.0, 16, 490.0, 29)
(13.0, 8, 499.0, 39)
(15.0, 12, 497.0, 35)
(15.0, 10, 496.0, 36)
(29.0, 14, 482.0, 33)
(19.0, 14, 492.0, 32)
(18.0, 12, 494.0, 33)
(17.0, 16, 494.0, 30)
(15.0, 12, 496.0, 33)
(16.0, 14, 496.0, 31)
(18.0, 7, 494.0, 41)
(14.0, 12, 498.0, 33)
(13.0, 9, 498.0, 39)
(22.0, 16, 489.0, 30)
(13.0, 16, 499.0, 32)
(13.0, 10, 499.0, 37)
(27.0, 17, 485.0, 29)
(17.0, 16, 494.0, 29)
(12.0, 16, 500.0, 29)
(19.0, 7, 493.0, 41)
(13.0, 13, 499.0, 32)
(16.0, 10, 495.0, 36)
(11.0, 14, 500.0, 33)
(25.0, 16, 486.0, 30)
(12.0, 14, 499.0, 32)
(12.0, 10, 500.0, 36)
(26.0, 14, 485.0, 31)
(23.0, 13, 488.0, 32)
(16.0, 11, 495.0, 34)
(14.0, 14, 498.0, 31)
(23.0, 15, 489.0, 30)
(15.0, 16, 497.0, 30)
(16.0, 8, 495.0, 40)
(29.0, 16, 483.0, 29)
(17.0, 10, 495.0, 36)
(16.0, 10, 496.0, 37)
(17.0, 14, 495.0, 31)
(27.0, 12, 485.0, 36)
(23.0, 15, 488.0, 30)
(17.0, 12, 494.0, 34)
(17.0, 12, 494.0, 34)
(27.0, 12, 484.0, 36)
(18.0, 10, 493.0, 37)
(13.0, 8, 499.0, 40)
(19.0, 16, 492.0, 29)
(16.0, 14, 495.0, 32)
(16.0, 12, 496.0, 33)
(14.0, 11, 497.0, 34)
(28.0, 12, 484.0, 36)
(14.0, 12, 497.0, 36)
(25.0, 15, 487.0, 30)
(27.0, 17, 485.0, 29)
(20.0, 11, 492.0, 34)
(27.0, 16, 485.0, 30)
(15.0, 10, 497.0, 38)
(25.0, 16, 487.0, 32)
(15.0, 15, 497.0, 31)
(17.0, 16, 494.0, 29)
(17.0, 12, 494.0, 33)
(19.0, 11, 492.0, 34)
(21.0, 13, 491.0, 32)
(14.0, 12, 497.0, 33)
(20.0, 16, 492.0, 32)
(21.0, 11, 490.0, 34)
(15.0, 11, 496.0, 34)
(20.0, 13, 492.0, 32)
(23.0, 12, 488.0, 33)
(14.0, 8, 497.0, 39)
(17.0, 8, 495.0, 37)
(17.0, 8, 495.0, 40)
(29.0, 16, 482.0, 29)
(30.0, 16, 482.0, 30)
(19.0, 15, 492.0, 30)
(201.0, 9, 311.0, 38)
(17.0, 13, 495.0, 32)
(30.0, 7, 482.0, 41)
(13.0, 11, 498.0, 37)
(16.0, 8, 495.0, 39)
(17.0, 16, 495.0, 32)
(25.0, 14, 487.0, 31)
(17.0, 7, 495.0, 41)
(15.0, 10, 496.0, 36)
(15.0, 15, 497.0, 30)
(21.0, 11, 491.0, 34)
(17.0, 8, 495.0, 40)
(15.0, 16, 497.0, 29)
(14.0, 14, 498.0, 32)
(22.0, 16, 489.0, 29)
(20.0, 11, 491.0, 34)
(13.0, 8, 499.0, 37)
(19.0, 16, 493.0, 30)
(26.0, 14, 486.0, 31)
(217.0, 9, 294.0, 39)
(14.0, 12, 497.0, 36)
(14.0, 12, 498.0, 35)
(17.0, 16, 495.0, 30)
(24.0, 16, 488.0, 29)
(15.0, 11, 497.0, 34)
(13.0, 11, 498.0, 34)
(13.0, 11, 498.0, 37)
(19.0, 16, 492.0, 30)
(14.0, 14, 498.0, 31)
(20.0, 16, 492.0, 29)
(23.0, 16, 488.0, 32)
(23.0, 16, 488.0, 29)
(17.0, 16, 494.0, 30)
(14.0, 11, 498.0, 37)
(13.0, 13, 499.0, 34)
(14.0, 13, 497.0, 32)
(17.0, 14, 495.0, 32)
(26.0, 13, 485.0, 32)
(15.0, 11, 497.0, 34)
(15.0, 10, 497.0, 37)
(17.0, 14, 495.0, 31)
(19.0, 8, 493.0, 37)
(13.0, 16, 498.0, 29)
(23.0, 12, 489.0, 36)
(23.0, 11, 488.0, 34)
(15.0, 11, 497.0, 37)
(14.0, 16, 497.0, 29)
(19.0, 14, 493.0, 32)
(25.0, 12, 487.0, 33)
(19.0, 14, 493.0, 32)
(17.0, 16, 494.0, 30)
(20.0, 11, 491.0, 34)
(15.0, 11, 496.0, 37)
(14.0, 13, 498.0, 32)
(11.0, 10, 500.0, 36)
(16.0, 11, 496.0, 34)
(21.0, 15, 490.0, 30)
(14.0, 14, 497.0, 31)
(19.0, 16, 492.0, 29)
(26.0, 13, 486.0, 32)
(22.0, 16, 490.0, 29)
(14.0, 10, 498.0, 37)
(11.0, 15, 500.0, 30)
(13.0, 12, 499.0, 35)
(14.0, 14, 497.0, 31)
(11.0, 16, 501.0, 29)
(22.0, 12, 489.0, 33)
(12.0, 15, 499.0, 30)
(12.0, 14, 499.0, 31)
(12.0, 15, 500.0, 30)
(17.0, 12, 495.0, 33)
(24.0, 15, 487.0, 30)
(13.0, 12, 499.0, 35)
(11.0, 16, 501.0, 32)
(16.0, 12, 496.0, 33)
(21.0, 16, 491.0, 32)
(27.0, 16, 485.0, 30)
(22.0, 11, 489.0, 34)
(16.0, 12, 495.0, 33)
(19.0, 15, 492.0, 30)
(13.0, 8, 498.0, 37)
(17.0, 12, 494.0, 34)
(18.0, 11, 493.0, 34)
(17.0, 16, 494.0, 30)
(23.0, 16, 489.0, 32)
(23.0, 16, 488.0, 32)
(17.0, 12, 494.0, 36)
(12.0, 15, 500.0, 30)
(11.0, 14, 501.0, 31)
(16.0, 7, 496.0, 41)
(12.0, 9, 499.0, 39)
(18.0, 18, 493.0, 30)
(17.0, 11, 494.0, 34)
(11.0, 14, 500.0, 33)
(23.0, 16, 489.0, 32)
(16.0, 14, 496.0, 32)
(19.0, 12, 493.0, 33)
(13.0, 10, 499.0, 37)
(22.0, 12, 490.0, 33)
(17.0, 14, 494.0, 31)
(24.0, 16, 487.0, 29)
(14.0, 11, 497.0, 34)
(17.0, 12, 495.0, 34)
(11.0, 10, 500.0, 36)
(28.0, 7, 484.0, 41)
(22.0, 12, 490.0, 33)
(21.0, 15, 490.0, 30)
(15.0, 14, 497.0, 31)
(20.0, 16, 492.0, 32)
(28.0, 15, 484.0, 30)
(18.0, 10, 494.0, 36)
(21.0, 14, 490.0, 31)
(26.0, 13, 485.0, 32)
(17.0, 8, 495.0, 37)
(15.0, 16, 496.0, 30)
(18.0, 11, 494.0, 35)
(21.0, 7, 490.0, 38)
(13.0, 14, 499.0, 32)
(17.0, 12, 495.0, 34)
(18.0, 16, 494.0, 29)
(21.0, 16, 491.0, 32)
(25.0, 7, 487.0, 41)
(23.0, 15, 489.0, 30)
(16.0, 16, 495.0, 30)
(23.0, 13, 489.0, 32)
(18.0, 10, 493.0, 37)
(17.0, 11, 494.0, 34)
(20.0, 16, 491.0, 32)
(19.0, 13, 493.0, 32)
(19.0, 11, 493.0, 34)
(11.0, 13, 501.0, 32)
(25.0, 16, 486.0, 29)
(24.0, 13, 487.0, 32)
(20.0, 13, 491.0, 32)
(17.0, 10, 494.0, 37)
(16.0, 14, 496.0, 32)
(19.0, 16, 492.0, 29)
(26.0, 12, 486.0, 33)
(20.0, 14, 492.0, 32)
(25.0, 16, 487.0, 29)
(20.0, 14, 491.0, 31)
(15.0, 11, 497.0, 34)
(25.0, 11, 487.0, 34)
(14.0, 12, 498.0, 35)
(15.0, 16, 496.0, 30)
